month,admtyp,sex,race,age_group,county,crime_class,n
2018-01-01,Court admission,Male,White,20-24,Effingham,Drug,1
2018-01-01,Court admission,Male,White,20-24,Fayette,Drug,1
2018-01-01,Court admission,Male,White,20-24,Fayette,Property,1
2018-01-01,Court admission,Male,White,20-24,Ford,Property,1
2018-01-01,Court admission,Male,White,20-24,Grundy,Property,3
2018-01-01,Court admission,Male,White,20-24,Hancock,Drug,1
2018-01-01,Court admission,Male,White,20-24,Hancock,Person,1
2018-01-01,Court admission,Male,White,20-24,Hardin,Person,1
2018-01-01,Court admission,Male,White,20-24,Hardin,Property,1
2018-01-01,Court admission,Male,White,20-24,Henry,Person,1
2018-01-01,Court admission,Male,White,20-24,Jefferson,Public Order,1
2018-01-01,Court admission,Male,White,20-24,Kendall,Property,1
2018-01-01,Court admission,Male,White,20-24,Knox,Public Order,1
2018-01-01,Court admission,Male,White,20-24,LaSalle,Drug,1
2018-01-01,Court admission,Male,White,20-24,Lake,Person,1
2018-01-01,Court admission,Male,White,20-24,Lawrence,Property,1
2018-01-01,Court admission,Male,White,20-24,Macon,Person,1
2018-01-01,Court admission,Male,White,20-24,Macon,Property,1
2018-01-01,Court admission,Male,White,20-24,Madison,Property,2
2018-01-01,Court admission,Male,White,20-24,Madison,Public Order,1
2018-01-01,Court admission,Male,White,20-24,Marion,Property,1
2018-01-01,Court admission,Male,White,20-24,Marshall,Person,1
2018-01-01,Court admission,Male,White,20-24,Mason,Person,1
2018-01-01,Court admission,Male,White,20-24,Menard,Public Order,1
2018-01-01,Court admission,Male,White,20-24,Pike,Property,1
2018-01-01,Court admission,Male,White,20-24,Richland,Public Order,1
2018-01-01,Court admission,Male,White,20-24,Shelby,Person,1
2018-01-01,Court admission,Male,White,20-24,Stephenson,Property,1
2018-01-01,Court admission,Male,White,20-24,Tazewell,Property,1
2018-01-01,Court admission,Male,White,20-24,Will,Drug,1
2018-01-01,Court admission,Male,White,20-24,Williamson,Drug,1
2018-01-01,Court admission,Male,White,20-24,Woodford,Property,3
2018-01-01,Court admission,Male,White,25-29,Boone,Public Order,1
2018-01-01,Court admission,Male,White,25-29,Bureau,Property,1
2018-01-01,Court admission,Male,White,25-29,Calhoun,Person,1
2018-01-01,Court admission,Male,White,25-29,Champaign,Drug,1
2018-01-01,Court admission,Male,White,25-29,Christian,Property,1
2018-01-01,Court admission,Male,White,25-29,Clark,Property,1
2018-01-01,Court admission,Male,White,25-29,Coles,Drug,1
2018-01-01,Court admission,Male,White,25-29,Coles,Property,1
2018-01-01,Court admission,Male,White,25-29,Cook,Drug,2
2018-01-01,Court admission,Male,White,25-29,Cook,Property,3
2018-01-01,Court admission,Male,White,25-29,Cook,Public Order,1
2018-01-01,Court admission,Male,White,25-29,DeKalb,Drug,2
2018-01-01,Court admission,Male,White,25-29,DuPage,Drug,1
2018-01-01,Court admission,Male,White,25-29,Edwards,Drug,1
2018-01-01,Court admission,Male,White,25-29,Edwards,Public Order,1
2018-01-01,Court admission,Male,White,25-29,Ford,Person,1
2018-01-01,Court admission,Male,White,25-29,Gallatin,Person,1
2018-01-01,Court admission,Male,White,25-29,Gallatin,Property,1
2018-01-01,Court admission,Male,White,25-29,Greene,Drug,1
2018-01-01,Court admission,Male,White,25-29,Henry,Public Order,1
2018-01-01,Court admission,Male,White,25-29,Jefferson,Person,1
2018-01-01,Court admission,Male,White,25-29,Kane,Drug,1
2018-01-01,Court admission,Male,White,25-29,Kankakee,Drug,1
2018-01-01,Court admission,Male,White,25-29,Knox,Person,1
2018-01-01,Court admission,Male,White,25-29,LaSalle,Person,1
2018-01-01,Court admission,Male,White,25-29,LaSalle,Property,1
2018-01-01,Court admission,Male,White,25-29,Lake,Person,1
2018-01-01,Court admission,Male,White,25-29,Lake,Property,1
2018-01-01,Court admission,Male,White,25-29,Lawrence,Drug,2
2018-01-01,Court admission,Male,White,25-29,Lee,Person,1
2018-01-01,Court admission,Male,White,25-29,Livingston,Drug,1
2018-01-01,Court admission,Male,White,25-29,Logan,Public Order,1
2018-01-01,Court admission,Male,White,25-29,Macon,Person,1
2018-01-01,Court admission,Male,White,25-29,Macon,Property,1
2018-01-01,Court admission,Male,White,25-29,Macoupin,Public Order,1
2018-01-01,Court admission,Male,White,25-29,Madison,Person,2
2018-01-01,Court admission,Male,White,25-29,Madison,Property,1
2018-01-01,Court admission,Male,White,25-29,Mason,Drug,1
2018-01-01,Court admission,Male,White,25-29,Massac,Public Order,1
2018-01-01,Court admission,Male,White,25-29,McLean,Drug,1
2018-01-01,Court admission,Male,White,25-29,McLean,Person,1
2018-01-01,Court admission,Male,White,25-29,Mercer,Drug,1
2018-01-01,Court admission,Male,White,25-29,Montgomery,Drug,1
2018-01-01,Court admission,Male,White,25-29,Ogle,Drug,2
2018-01-01,Court admission,Male,White,25-29,Ogle,Person,1
2018-01-01,Court admission,Male,White,25-29,Piatt,Drug,1
2018-01-01,Court admission,Male,White,25-29,Richland,Drug,1
2018-01-01,Court admission,Male,White,25-29,Richland,Person,2
2018-01-01,Court admission,Male,White,25-29,Rock Island,Person,1
2018-01-01,Court admission,Male,White,25-29,Rock Island,Property,1
2018-01-01,Court admission,Male,White,25-29,Saline,Drug,1
2018-01-01,Court admission,Male,White,25-29,Saline,Property,1
2018-01-01,Court admission,Male,White,25-29,Sangamon,Public Order,1
2018-01-01,Court admission,Male,White,25-29,St. Clair,Drug,1
2018-01-01,Court admission,Male,White,25-29,St. Clair,Person,2
2018-01-01,Court admission,Male,White,25-29,Stephenson,Person,1
2018-01-01,Court admission,Male,White,25-29,Tazewell,Person,2
2018-01-01,Court admission,Male,White,25-29,Tazewell,Property,2
2018-01-01,Court admission,Male,White,25-29,Tazewell,Public Order,1
2018-01-01,Court admission,Male,White,25-29,Vermilion,Person,1
2018-01-01,Court admission,Male,White,25-29,White,Person,1
2018-01-01,Court admission,Male,White,25-29,Will,Drug,2
2018-01-01,Court admission,Male,White,25-29,Will,Public Order,1
2018-01-01,Court admission,Male,White,25-29,Winnebago,Person,2
2018-01-01,Court admission,Male,White,25-29,Winnebago,Public Order,1
2018-01-01,Court admission,Male,White,25-29,Woodford,Drug,1
2018-01-01,Court admission,Male,White,25-29,Woodford,Person,1
2018-01-01,Court admission,Male,White,25-29,Woodford,Public Order,1
2018-01-01,Court admission,Male,White,30-34,Adams,Property,2
2018-01-01,Court admission,Male,White,30-34,Calhoun,Drug,1
2018-01-01,Court admission,Male,White,30-34,Champaign,Property,1
2018-01-01,Court admission,Male,White,30-34,Christian,Public Order,1
2018-01-01,Court admission,Male,White,30-34,Clinton,Property,1
2018-01-01,Court admission,Male,White,30-34,Coles,Drug,1
2018-01-01,Court admission,Male,White,30-34,Coles,Property,2
2018-01-01,Court admission,Male,White,30-34,Cook,Drug,1
2018-01-01,Court admission,Male,White,30-34,Cook,Person,1
2018-01-01,Court admission,Male,White,30-34,Cook,Property,1
2018-01-01,Court admission,Male,White,30-34,Cook,Public Order,3
2018-01-01,Court admission,Male,White,30-34,Crawford,Drug,1
2018-01-01,Court admission,Male,White,30-34,Crawford,Public Order,1
2018-01-01,Court admission,Male,White,30-34,Douglas,Drug,1
2018-01-01,Court admission,Male,White,30-34,Edwards,Person,1
2018-01-01,Court admission,Male,White,30-34,Edwards,Property,1
2018-01-01,Court admission,Male,White,30-34,Effingham,Drug,1
2018-01-01,Court admission,Male,White,30-34,Iroquois,Property,1
2018-01-01,Court admission,Male,White,30-34,Jefferson,Drug,1
2018-01-01,Court admission,Male,White,30-34,Jefferson,Public Order,1
2018-01-01,Court admission,Male,White,30-34,Jersey,Drug,1
2018-01-01,Court admission,Male,White,30-34,Jersey,Property,2
2018-01-01,Court admission,Male,White,30-34,Kane,Person,1
2018-01-01,Court admission,Male,White,30-34,Kankakee,Person,1
2018-01-01,Court admission,Male,White,30-34,Kendall,Drug,1
2018-01-01,Court admission,Male,White,30-34,Knox,Drug,1
2018-01-01,Court admission,Male,White,30-34,LaSalle,Drug,1
2018-01-01,Court admission,Male,White,30-34,Lake,Person,1
2018-01-01,Court admission,Male,White,30-34,Lawrence,Person,1
2018-01-01,Court admission,Male,White,30-34,Livingston,Drug,1
2018-01-01,Court admission,Male,White,30-34,Livingston,Public Order,1
2018-01-01,Court admission,Male,White,30-34,Macon,Public Order,1
2018-01-01,Court admission,Male,White,30-34,Macoupin,Person,1
2018-01-01,Court admission,Male,White,30-34,Madison,Person,2
2018-01-01,Court admission,Male,White,30-34,Madison,Property,3
2018-01-01,Court admission,Male,White,30-34,Marion,Drug,1
2018-01-01,Court admission,Male,White,30-34,McHenry,Drug,1
2018-01-01,Court admission,Male,White,30-34,Menard,Person,1
2018-01-01,Court admission,Male,White,30-34,Montgomery,Drug,1
2018-01-01,Court admission,Male,White,30-34,Montgomery,Public Order,1
2018-01-01,Court admission,Male,White,30-34,Perry,Drug,2
2018-01-01,Court admission,Male,White,30-34,Richland,Drug,1
2018-01-01,Court admission,Male,White,30-34,Rock Island,Public Order,1
2018-01-01,Court admission,Male,White,30-34,Saline,Public Order,2
2018-01-01,Court admission,Male,White,30-34,Sangamon,Property,1
2018-01-01,Court admission,Male,White,30-34,Shelby,Property,1
2018-01-01,Court admission,Male,White,30-34,Shelby,Public Order,1
2018-01-01,Court admission,Male,White,30-34,St. Clair,Drug,1
2018-01-01,Court admission,Male,White,30-34,Tazewell,Person,1
2018-01-01,Court admission,Male,White,30-34,Will,Property,2
2018-01-01,Court admission,Male,White,30-34,Winnebago,Property,2
2018-01-01,Court admission,Male,White,35-44,Alexander,Public Order,1
2018-01-01,Court admission,Male,White,35-44,Brown,Drug,1
2018-01-01,Court admission,Male,White,35-44,Bureau,Drug,1
2018-01-01,Court admission,Male,White,35-44,Clay,Drug,2
2018-01-01,Court admission,Male,White,35-44,Coles,Person,1
2018-01-01,Court admission,Male,White,35-44,Cook,Drug,4
2018-01-01,Court admission,Male,White,35-44,Cook,Property,1
2018-01-01,Court admission,Male,White,35-44,Cook,Public Order,2
2018-01-01,Court admission,Male,White,35-44,Crawford,Drug,1
2018-01-01,Court admission,Male,White,35-44,Douglas,Drug,1
2018-01-01,Court admission,Male,White,35-44,Douglas,Person,1
2018-01-01,Court admission,Male,White,35-44,DuPage,Drug,1
2018-01-01,Court admission,Male,White,35-44,DuPage,Property,1
2018-01-01,Court admission,Male,White,35-44,Edgar,Drug,1
2018-01-01,Court admission,Male,White,35-44,Edwards,Public Order,1
2018-01-01,Court admission,Male,White,35-44,Effingham,Drug,1
2018-01-01,Court admission,Male,White,35-44,Effingham,Public Order,1
2018-01-01,Court admission,Male,White,35-44,Fayette,Public Order,2
2018-01-01,Court admission,Male,White,35-44,Franklin,Property,2
2018-01-01,Court admission,Male,White,35-44,Fulton,Person,1
2018-01-01,Court admission,Male,White,35-44,Hancock,Person,1
2018-01-01,Court admission,Male,White,35-44,Henderson,Property,1
2018-01-01,Court admission,Male,White,35-44,Henry,Drug,1
2018-01-01,Court admission,Male,White,35-44,Jefferson,Drug,1
2018-01-01,Court admission,Male,White,35-44,Jersey,Property,1
2018-01-01,Court admission,Male,White,35-44,Kankakee,Drug,1
2018-01-01,Court admission,Male,White,35-44,Kendall,Person,1
2018-01-01,Court admission,Male,White,35-44,Kendall,Public Order,1
2018-01-01,Court admission,Male,White,35-44,LaSalle,Drug,2
2018-01-01,Court admission,Male,White,35-44,Lake,Drug,1
2018-01-01,Court admission,Male,White,35-44,Lake,Property,1
2018-01-01,Court admission,Male,White,35-44,Lawrence,Person,1
2018-01-01,Court admission,Male,White,35-44,Lawrence,Property,2
2018-01-01,Court admission,Male,White,35-44,Macon,Drug,1
2018-01-01,Court admission,Male,White,35-44,Macon,Person,1
2018-01-01,Court admission,Male,White,35-44,Macon,Public Order,1
2018-01-01,Court admission,Male,White,35-44,Macoupin,Property,1
2018-01-01,Court admission,Male,White,35-44,Madison,Drug,3
2018-01-01,Court admission,Male,White,35-44,Mason,Person,1
2018-01-01,Court admission,Male,White,35-44,McHenry,Drug,1
2018-01-01,Court admission,Male,White,35-44,McLean,Person,1
2018-01-01,Court admission,Male,White,35-44,Montgomery,Public Order,1
2018-01-01,Court admission,Male,White,35-44,Moultrie,Drug,1
2018-01-01,Court admission,Male,White,35-44,Moultrie,Public Order,1
2018-01-01,Court admission,Male,White,35-44,Ogle,Property,1
2018-01-01,Court admission,Male,White,35-44,Perry,Property,2
2018-01-01,Court admission,Male,White,35-44,Pike,Drug,1
2018-01-01,Court admission,Male,White,35-44,Pope,Person,1
2018-01-01,Court admission,Male,White,35-44,Randolph,Public Order,1
2018-01-01,Court admission,Male,White,35-44,Richland,Drug,1
2018-01-01,Court admission,Male,White,35-44,Sangamon,Property,1
2018-01-01,Court admission,Male,White,35-44,Schuyler,Person,1
2018-01-01,Court admission,Male,White,35-44,Scott,Drug,1
2018-01-01,Court admission,Male,White,35-44,Shelby,Property,1
2018-01-01,Court admission,Male,White,35-44,Stark,Person,1
2018-01-01,Court admission,Male,White,35-44,Tazewell,Drug,1
2018-01-01,Court admission,Male,White,35-44,Tazewell,Person,1
2018-01-01,Court admission,Male,White,35-44,Union,Person,1
2018-01-01,Court admission,Male,White,35-44,Vermilion,Drug,1
2018-01-01,Court admission,Male,White,35-44,Wabash,Drug,1
2018-01-01,Court admission,Male,White,35-44,Wabash,Public Order,1
2018-01-01,Court admission,Male,White,35-44,Will,Drug,1
2018-01-01,Court admission,Male,White,35-44,Will,Person,1
2018-01-01,Court admission,Male,White,35-44,Will,Property,1
2018-01-01,Court admission,Male,White,35-44,Winnebago,Drug,1
2018-01-01,Court admission,Male,White,35-44,Winnebago,Person,1
2018-01-01,Court admission,Male,White,35-44,Woodford,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Adams,Drug,1
2018-01-01,Court admission,Male,White,45-54,Adams,Person,1
2018-01-01,Court admission,Male,White,45-54,Adams,Property,1
2018-01-01,Court admission,Male,White,45-54,Boone,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Bureau,Person,1
2018-01-01,Court admission,Male,White,45-54,Champaign,Person,1
2018-01-01,Court admission,Male,White,45-54,Clark,Drug,1
2018-01-01,Court admission,Male,White,45-54,Clinton,Drug,1
2018-01-01,Court admission,Male,White,45-54,Cook,Drug,2
2018-01-01,Court admission,Male,White,45-54,Cook,Property,4
2018-01-01,Court admission,Male,White,45-54,DeKalb,Person,1
2018-01-01,Court admission,Male,White,45-54,Fayette,Drug,1
2018-01-01,Court admission,Male,White,45-54,Ford,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Henry,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Jasper,Drug,1
2018-01-01,Court admission,Male,White,45-54,Jefferson,Drug,1
2018-01-01,Court admission,Male,White,45-54,Jersey,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Kane,Drug,1
2018-01-01,Court admission,Male,White,45-54,Kane,Person,1
2018-01-01,Court admission,Male,White,45-54,Kane,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Knox,Drug,1
2018-01-01,Court admission,Male,White,45-54,Lake,Drug,1
2018-01-01,Court admission,Male,White,45-54,Livingston,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Macon,Person,2
2018-01-01,Court admission,Male,White,45-54,Macon,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Madison,Drug,1
2018-01-01,Court admission,Male,White,45-54,Madison,Person,1
2018-01-01,Court admission,Male,White,45-54,Madison,Property,1
2018-01-01,Court admission,Male,White,45-54,Marion,Person,1
2018-01-01,Court admission,Male,White,45-54,Monroe,Drug,1
2018-01-01,Court admission,Male,White,45-54,Montgomery,Property,1
2018-01-01,Court admission,Male,White,45-54,Montgomery,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Morgan,Property,1
2018-01-01,Court admission,Male,White,45-54,Peoria,Property,1
2018-01-01,Court admission,Male,White,45-54,Pike,Drug,1
2018-01-01,Court admission,Male,White,45-54,Pope,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Whiteside,Person,1
2018-01-01,Court admission,Male,White,45-54,Will,Person,1
2018-01-01,Court admission,Male,White,45-54,Will,Property,2
2018-01-01,Court admission,Male,White,45-54,Will,Public Order,1
2018-01-01,Court admission,Male,White,45-54,Winnebago,Drug,1
2018-01-01,Court admission,Male,White,45-54,Winnebago,Person,3
2018-01-01,Court admission,Male,White,45-54,Winnebago,Property,1
2018-01-01,Court admission,Male,White,45-54,Woodford,Drug,1
2018-01-01,Court admission,Male,White,55-64,Bond,Person,1
2018-01-01,Court admission,Male,White,55-64,Cook,Person,1
2018-01-01,Court admission,Male,White,55-64,Cook,Property,2
2018-01-01,Court admission,Male,White,55-64,Cook,Public Order,1
2018-01-01,Court admission,Male,White,55-64,DuPage,Person,1
2018-01-01,Court admission,Male,White,55-64,DuPage,Property,1
2018-01-01,Court admission,Male,White,55-64,Effingham,Person,1
2018-01-01,Court admission,Male,White,55-64,Henry,Drug,1
2018-01-01,Court admission,Male,White,55-64,LaSalle,Person,1
2018-01-01,Court admission,Male,White,55-64,LaSalle,Public Order,2
2018-01-01,Court admission,Male,White,55-64,Madison,Person,2
2018-01-01,Court admission,Male,White,55-64,McLean,Person,1
2018-01-01,Court admission,Male,White,55-64,Saline,Person,1
2018-01-01,Court admission,Male,White,55-64,Sangamon,Drug,1
2018-01-01,Court admission,Male,White,55-64,Winnebago,Person,1
2018-01-01,Court admission,Male,White,55-64,Winnebago,Property,2
2018-01-01,Court admission,Male,White,55-64,Winnebago,Public Order,1
2018-01-01,Court admission,Male,White,65-74,Boone,Person,1
2018-01-01,Court admission,Male,White,65-74,Grundy,Drug,1
2018-01-01,Court admission,Male,White,65-74,Union,Person,1
2018-01-01,Court admission,Male,White,75<,Boone,Person,1
2018-01-01,New sentence violator,Female,Black,30-34,Jersey,Drug,1
2018-01-01,New sentence violator,Female,Black,35-44,Cook,Person,1
2018-01-01,New sentence violator,Female,Black,35-44,Madison,Property,1
2018-01-01,New sentence violator,Female,Black,35-44,St. Clair,Property,1
2018-01-01,New sentence violator,Female,Black,35-44,Vermilion,Property,1
2018-01-01,New sentence violator,Female,White,25-29,Champaign,Property,1
2018-01-01,New sentence violator,Female,White,25-29,Tazewell,Drug,1
2018-01-01,New sentence violator,Female,White,30-34,Jefferson,Property,1
2018-01-01,New sentence violator,Female,White,30-34,Pope,Property,1
2018-01-01,New sentence violator,Female,White,35-44,Kane,Property,1
2018-01-01,New sentence violator,Female,White,35-44,Monroe,Property,1
2018-01-01,New sentence violator,Male,Asian,35-44,Kane,Property,1
2018-01-01,New sentence violator,Male,Black,20-24,Cook,Drug,2
2018-01-01,New sentence violator,Male,Black,20-24,Cook,Person,1
2018-01-01,New sentence violator,Male,Black,20-24,Cook,Property,2
